timestamp,destination,quantity,clientId
2025-12-24T21:26:00,SCEL,242,4224906
2025-12-24T03:58:00,LATI,257,3138513
2025-12-24T20:15:00,OAKB,913,2073832
2025-12-12T11:14:00,SPIM,768,5148578
2025-12-24T19:35:00,LDZA,830,0929197
2025-12-04T14:35:00,SLLP,792,3601371
2025-12-24T21:12:00,SABE,813,5590933
2025-12-24T01:44:00,LATI,357,8596272
2025-12-24T15:15:00,OERK,217,4438470
2025-12-12T16:20:00,SUAA,174,3616468
2025-12-01T04:52:00,SPIM,760,2002128
2025-12-24T14:05:00,UBBB,345,2427746
2025-12-24T19:08:00,SGAS,927,1870302
2025-12-01T08:24:00,OYSN,596,4296854
2025-12-24T14:11:00,LBSF,310,3975728
2025-12-04T22:05:00,SPIM,676,1617856
2025-12-24T08:27:00,SVMI,254,7893553
2025-12-24T13:07:00,EBCI,477,8160943
2025-12-24T15:55:00,LATI,751,8534642
2025-12-24T18:13:00,EHAM,521,5346695
2025-12-04T14:50:00,OOMS,431,1820469
2025-12-01T09:30:00,OSDI,322,3100478
2025-12-24T01:40:00,LOWW,522,4574569
2025-12-01T07:30:00,OPKC,443,2444344
2025-12-12T04:21:00,SCEL,600,4731931
2025-12-12T02:57:00,LATI,916,2650291
2025-12-04T23:07:00,EBCI,913,5327945
2025-12-01T16:37:00,SPIM,735,4357943
2025-12-04T12:43:00,SEQM,677,8069771
2025-12-04T21:46:00,SLLP,656,6269219
2025-12-24T02:35:00,OOMS,392,2166047
2025-12-12T22:55:00,EBCI,397,6452468
2025-12-04T22:29:00,OPKC,793,9162166
2025-12-12T02:29:00,UBBB,517,9057051
2025-12-24T02:29:00,LOWW,224,5706546
2025-12-04T13:08:00,EDDI,463,6684479
2025-12-01T01:03:00,SPIM,632,9640555
2025-12-04T08:59:00,OPKC,809,2442332
2025-12-24T16:54:00,VIDP,586,2858588
2025-12-12T11:12:00,OMDB,508,4659653
2025-12-01T14:07:00,EBCI,633,3095555
2025-12-12T11:45:00,OOMS,372,2105219
2025-12-12T08:47:00,SABE,055,2649777
2025-12-01T03:41:00,EKCH,083,8600376
2025-12-12T14:42:00,SLLP,695,4580735
2025-12-12T04:42:00,SCEL,649,9444267
2025-12-04T16:39:00,LATI,098,5730064
2025-12-24T03:21:00,SUAA,241,8198268
2025-12-01T12:15:00,OJAI,238,3564221
2025-12-12T04:04:00,UMMS,789,9020129
2025-12-24T02:47:00,SLLP,261,4421630
2025-12-04T06:42:00,LOWW,875,6102681
2025-12-01T05:04:00,SGAS,362,0654213
2025-12-04T19:05:00,LBSF,702,2247636
2025-12-12T07:51:00,LKPR,584,9600136
2025-12-12T11:17:00,EHAM,029,0103436
2025-12-01T19:32:00,EHAM,318,2428701
2025-12-01T16:34:00,SLLP,452,1814853
2025-12-12T09:13:00,SVMI,850,7072607
2025-12-04T11:21:00,SVMI,594,7731580
2025-12-01T12:03:00,SVMI,043,2351213
2025-12-01T23:40:00,SEQM,582,3390045
2025-12-01T12:08:00,LATI,420,0136386
2025-12-12T17:21:00,OAKB,490,7428690
2025-12-01T14:27:00,SKBO,483,6060249
2025-12-12T07:28:00,OERK,218,0023575
2025-12-12T19:38:00,OJAI,079,9956456
2025-12-12T11:23:00,UBBB,706,4032442
2025-12-24T11:38:00,UBBB,145,0478595
2025-12-12T01:39:00,LDZA,007,8290698
2025-12-12T20:34:00,LBSF,770,8648692
2025-12-24T17:44:00,LKPR,603,8368789
2025-12-04T06:08:00,SBBR,693,6969956
2025-12-12T19:19:00,OERK,991,1457728
2025-12-24T05:54:00,SGAS,438,4881166
2025-12-24T19:32:00,SBBR,081,2612490
2025-12-24T13:39:00,SPIM,951,3460644
2025-12-04T04:06:00,SLLP,649,4859124
2025-12-24T10:16:00,OSDI,631,5361899
2025-12-12T06:29:00,OOMS,661,0733629
2025-12-12T10:09:00,UBBB,932,0055395
2025-12-01T17:41:00,EHAM,492,8330811
2025-12-12T16:51:00,EBCI,266,1116040
2025-12-24T11:37:00,EHAM,427,5709571
2025-12-24T17:45:00,EDDI,824,8853793
2025-12-24T03:33:00,SGAS,749,6381734
2025-12-24T02:39:00,LOWW,667,2371200
2025-12-01T23:05:00,UMMS,590,0593446
2025-12-01T22:10:00,LBSF,314,4220771
2025-12-12T01:53:00,LDZA,941,5620908
2025-12-01T09:06:00,SUAA,275,7423829
2025-12-12T17:30:00,OMDB,376,3332162
2025-12-24T13:06:00,EKCH,758,6426838
2025-12-04T02:29:00,EHAM,673,6596893
2025-12-01T04:22:00,SBBR,423,7206925
2025-12-24T12:33:00,UBBB,664,9546633
2025-12-12T14:39:00,OYSN,172,0465861
2025-12-24T12:10:00,OMDB,168,1609576
2025-12-24T22:48:00,UMMS,120,4121031
2025-12-12T01:31:00,LDZA,054,7565101
2025-12-12T10:58:00,SBBR,353,1882123
2025-12-24T19:14:00,SKBO,783,3371639
2025-12-12T12:49:00,OSDI,434,2379060
2025-12-24T14:25:00,SCEL,848,7382147
2025-12-01T01:02:00,SGAS,082,8777785
2025-12-04T07:18:00,SKBO,167,6554295
2025-12-01T21:37:00,SBBR,700,6845913
2025-12-12T22:08:00,EDDI,166,3044503
2025-12-12T05:41:00,SUAA,240,8428682
2025-12-12T06:28:00,OERK,418,9092872
2025-12-04T20:46:00,SGAS,571,6620044
2025-12-24T13:59:00,SVMI,189,9592076
2025-12-01T15:47:00,OYSN,493,5171566
2025-12-04T05:12:00,SABE,097,7390165
2025-12-01T21:36:00,EHAM,066,3565521
2025-12-01T07:13:00,SUAA,847,8750940
2025-12-12T17:39:00,SPIM,279,0468289
2025-12-04T05:31:00,SVMI,741,6794873
2025-12-12T08:17:00,SCEL,738,3923801
2025-12-01T17:40:00,OJAI,510,5947464
2025-12-24T13:01:00,SKBO,918,5087884
2025-12-12T04:02:00,SVMI,991,4451843
2025-12-24T20:11:00,OSDI,011,7241207
2025-12-24T16:49:00,SBBR,428,1987428
2025-12-24T17:30:00,OERK,248,6410044
2025-12-12T09:24:00,LDZA,200,2680289
2025-12-24T08:53:00,SVMI,184,1051762
2025-12-12T14:10:00,SUAA,519,1942024
2025-12-24T07:52:00,OSDI,709,8545300
2025-12-24T13:53:00,OPKC,152,1934258
2025-12-24T04:28:00,EBCI,549,1432421
2025-12-04T19:15:00,OSDI,992,9276145
2025-12-01T20:40:00,EKCH,688,1667423
2025-12-12T11:16:00,VIDP,091,0354692
2025-12-01T23:16:00,LKPR,921,8160103
2025-12-24T08:26:00,OYSN,437,8407843
2025-12-24T12:40:00,OJAI,916,8346693
2025-12-04T06:21:00,OOMS,280,4924202
2025-12-24T06:15:00,OAKB,472,7242499
2025-12-24T03:51:00,EBCI,687,4293754
2025-12-01T07:06:00,LDZA,345,1189513
2025-12-04T02:09:00,EKCH,815,2656698
2025-12-12T21:14:00,OJAI,186,6957275
2025-12-01T07:13:00,OMDB,402,5991301
2025-12-24T04:30:00,EBCI,654,7309404
2025-12-24T05:32:00,UBBB,585,2670202
2025-12-04T14:32:00,LDZA,887,4011775
2025-12-12T23:24:00,SBBR,910,5892312
2025-12-24T18:40:00,SUAA,128,6103242
2025-12-12T21:41:00,OMDB,839,2827787
2025-12-24T12:04:00,EKCH,791,3532698
2025-12-01T20:08:00,OSDI,040,0406193
2025-12-12T19:44:00,LBSF,497,4592360
2025-12-24T13:50:00,OAKB,543,2493987
2025-12-01T20:15:00,LKPR,512,2808394
2025-12-04T13:25:00,OMDB,669,1801000
2025-12-24T08:55:00,SVMI,231,3672009
2025-12-24T03:15:00,VIDP,246,6353660
2025-12-24T08:32:00,SEQM,997,5198279
2025-12-12T11:08:00,UBBB,819,2493173
2025-12-12T13:43:00,SGAS,558,6946360
2025-12-24T03:56:00,OAKB,753,4701425
2025-12-01T08:45:00,SVMI,910,9711974
2025-12-12T09:47:00,SUAA,378,9205096
2025-12-01T20:16:00,OMDB,901,8653081
2025-12-01T21:24:00,SPIM,895,2937571
2025-12-01T01:53:00,EHAM,895,8926405
2025-12-24T13:58:00,SBBR,217,5374790
2025-12-12T13:44:00,SEQM,428,1547054
2025-12-01T03:55:00,SVMI,515,0855433
2025-12-01T05:33:00,OYSN,011,5367301
2025-12-04T03:19:00,LBSF,749,8782578
2025-12-04T19:52:00,SGAS,733,1531670
2025-12-24T20:53:00,OYSN,541,6011816
2025-12-12T02:57:00,EKCH,278,1334880
2025-12-24T23:51:00,SCEL,910,2984442
2025-12-04T20:34:00,LOWW,479,8819832
2025-12-04T16:16:00,OERK,681,2275535
2025-12-04T04:03:00,OOMS,943,9554456
2025-12-04T20:05:00,LBSF,914,6157504
2025-12-12T01:24:00,SBBR,500,0968737
2025-12-12T08:42:00,EKCH,168,9249472
2025-12-04T23:42:00,EHAM,757,6450155
2025-12-24T06:29:00,SLLP,579,9470203
2025-12-01T09:13:00,LBSF,915,2840691
2025-12-12T04:08:00,OYSN,854,9867897
2025-12-12T11:10:00,SABE,937,5226759
2025-12-12T05:06:00,LATI,323,9529767
2025-12-04T02:22:00,SLLP,544,5057480
2025-12-04T05:07:00,LBSF,117,3676137
2025-12-12T10:08:00,OOMS,072,0984886
2025-12-04T19:08:00,SVMI,942,3432321
2025-12-24T15:25:00,SEQM,512,2193930
2025-12-04T01:24:00,EKCH,247,9823285
2025-12-12T07:16:00,LATI,242,1360242
2025-12-12T09:36:00,LDZA,783,1402760
2025-12-24T07:51:00,EKCH,146,2494278
2025-12-01T13:36:00,LBSF,876,5155570
2025-12-01T07:09:00,EDDI,519,0117555
2025-12-24T09:09:00,SEQM,271,1440818
2025-12-01T18:27:00,SGAS,662,7794099
2025-12-04T13:20:00,OJAI,098,1399177
2025-12-12T11:17:00,SBBR,120,3156746
2025-12-24T21:32:00,SUAA,480,6831624
2025-12-24T07:55:00,SPIM,603,7166224
2025-12-24T20:48:00,OAKB,405,0075964
2025-12-01T07:57:00,EHAM,900,5328066
2025-12-04T19:12:00,LATI,227,5903028
2025-12-24T23:08:00,OSDI,158,4819237
2025-12-24T14:47:00,EHAM,959,2898189
2025-12-01T19:21:00,SLLP,522,6787206
2025-12-24T23:49:00,LATI,009,2726534
2025-12-24T12:12:00,SLLP,916,1352260
2025-12-01T19:59:00,UMMS,521,9954880
2025-12-01T01:07:00,OSDI,864,2732331
2025-12-12T02:19:00,OOMS,930,0078372
2025-12-01T16:33:00,UMMS,068,0984669
2025-12-12T15:14:00,EDDI,331,3835391
2025-12-24T10:15:00,OAKB,404,4589372
2025-12-12T04:53:00,EBCI,010,0015127
2025-12-04T20:43:00,OAKB,974,5216190
2025-12-04T23:57:00,SEQM,401,5273164
2025-12-24T16:11:00,OPKC,864,4352253
2025-12-04T23:43:00,SVMI,354,8263802
2025-12-12T01:10:00,SABE,346,8277920
2025-12-24T07:13:00,UMMS,013,9445716
2025-12-12T07:39:00,EDDI,578,2758344
2025-12-04T10:57:00,LBSF,865,1995528
2025-12-04T07:15:00,SKBO,625,4269640
2025-12-24T12:25:00,SUAA,846,4397070
2025-12-04T19:44:00,SCEL,701,8110077
2025-12-24T12:17:00,UBBB,222,6857028
2025-12-12T20:31:00,EKCH,122,4492802
2025-12-04T19:36:00,EKCH,511,2459328
2025-12-01T06:10:00,SVMI,029,9747986
2025-12-12T20:16:00,EHAM,621,4296769
2025-12-01T19:35:00,EKCH,160,1928930
2025-12-01T09:15:00,OMDB,230,7713622
2025-12-12T21:45:00,OMDB,629,7954494
2025-12-12T17:55:00,LKPR,851,0486776
2025-12-04T06:49:00,SPIM,101,9850539
2025-12-12T09:25:00,EKCH,766,0848390
2025-12-04T16:53:00,SUAA,609,1372984
2025-12-24T07:54:00,SEQM,181,4270666
2025-12-04T17:07:00,SEQM,005,2414796
2025-12-04T10:04:00,OMDB,318,5039226
2025-12-24T23:05:00,UMMS,300,7669771
2025-12-01T17:41:00,EHAM,997,5457972
2025-12-01T17:44:00,EDDI,733,3806272
2025-12-01T11:34:00,OAKB,642,8976132
2025-12-12T16:47:00,SUAA,331,7364327
2025-12-12T20:48:00,OJAI,105,7154089
2025-12-04T17:39:00,SKBO,990,8931374
2025-12-24T07:51:00,EBCI,755,4998842
2025-12-24T15:39:00,SLLP,051,1217346
2025-12-24T14:02:00,SCEL,028,4613360
2025-12-04T21:05:00,OYSN,512,3112825
2025-12-24T17:26:00,EBCI,408,3049466
2025-12-12T21:12:00,EKCH,828,4682219
2025-12-01T23:45:00,OERK,436,5986180
2025-12-01T18:41:00,EBCI,079,4750019
2025-12-12T21:58:00,SBBR,740,1348844
2025-12-04T03:06:00,SABE,923,4794160
2025-12-01T12:15:00,LKPR,259,9564963
2025-12-01T09:22:00,LBSF,778,8280023
2025-12-04T02:04:00,LOWW,029,5012311
2025-12-01T11:15:00,OERK,991,3270564
2025-12-01T16:05:00,UMMS,642,3224576
2025-12-04T20:10:00,EBCI,618,5825602
2025-12-04T15:48:00,LKPR,855,0241269
2025-12-01T20:37:00,LOWW,863,9669227
2025-12-24T04:39:00,EKCH,931,8644067
2025-12-01T08:41:00,SVMI,170,2192803
2025-12-12T08:47:00,SABE,654,6697396
2025-12-04T12:22:00,OERK,035,8139429
2025-12-04T11:03:00,SCEL,832,4521160
2025-12-04T19:38:00,SPIM,961,3081009
2025-12-01T18:37:00,EBCI,137,6271729
2025-12-01T23:10:00,LATI,607,9529456
2025-12-01T09:02:00,OYSN,833,7549635
2025-12-04T19:46:00,OMDB,595,4248801
2025-12-12T14:52:00,OAKB,380,8311634
2025-12-01T09:41:00,OOMS,094,7847001
2025-12-04T10:42:00,SVMI,003,5368010
2025-12-12T13:42:00,EKCH,628,4585902
2025-12-12T14:22:00,OAKB,542,7308177
2025-12-01T04:27:00,SVMI,476,1249142
2025-12-24T19:17:00,OMDB,479,9624043
2025-12-01T05:52:00,EHAM,919,1637107
2025-12-01T12:28:00,SKBO,689,8073822
2025-12-04T15:44:00,UBBB,198,7712640
2025-12-01T11:20:00,OPKC,828,6112387
2025-12-24T20:20:00,OSDI,144,8500803
2025-12-24T13:32:00,SLLP,229,8830111
2025-12-01T02:22:00,OAKB,506,8328353
2025-12-04T21:57:00,UBBB,554,8139184
2025-12-01T05:57:00,UMMS,773,9379176
2025-12-12T14:03:00,UMMS,786,5039405
2025-12-24T07:02:00,OAKB,132,6142692
2025-12-01T18:41:00,EBCI,903,6368808
2025-12-12T14:12:00,VIDP,542,7622620
2025-12-12T02:23:00,SVMI,373,6908417
2025-12-04T17:29:00,SKBO,283,4146925
2025-12-04T09:07:00,LBSF,229,6954808
2025-12-12T22:52:00,UMMS,456,4516889
2025-12-12T12:28:00,LOWW,155,5345575
2025-12-04T14:11:00,UMMS,850,9384254
2025-12-24T17:55:00,SEQM,892,9659719
2025-12-24T20:45:00,EDDI,580,7598133
2025-12-24T19:12:00,SUAA,898,1143888
2025-12-12T21:21:00,EDDI,643,1914925
2025-12-12T05:55:00,LOWW,841,6649074
2025-12-24T23:02:00,UBBB,524,2495298
2025-12-04T11:32:00,OPKC,134,2721736
2025-12-01T20:19:00,SABE,138,2317773
2025-12-12T04:57:00,OPKC,137,1024733
2025-12-04T08:18:00,SUAA,534,9964518
2025-12-24T09:48:00,OMDB,973,7986696
2025-12-12T01:26:00,SLLP,338,7978461
2025-12-24T23:53:00,SKBO,455,8401140
2025-12-12T01:23:00,SBBR,374,0226793
2025-12-12T04:06:00,OPKC,926,0545353
2025-12-12T17:21:00,SBBR,396,0526410
2025-12-01T23:55:00,LDZA,413,5693914
2025-12-12T09:21:00,SCEL,804,9306693
2025-12-24T23:36:00,SEQM,711,9407664
2025-12-01T15:13:00,OYSN,114,0688334
2025-12-24T07:30:00,LBSF,165,8157340
2025-12-12T21:31:00,VIDP,729,2997106
2025-12-04T04:20:00,UMMS,837,6703454
2025-12-01T11:04:00,SABE,226,2602391
2025-12-04T01:21:00,SBBR,572,3367362
2025-12-24T09:28:00,LBSF,271,6408611
2025-12-24T21:55:00,SBBR,355,8486164
2025-12-24T17:39:00,EHAM,236,0433342
2025-12-01T10:59:00,OOMS,214,5243104
2025-12-01T18:29:00,LATI,853,4083217
2025-12-04T14:04:00,EHAM,419,8845144
2025-12-04T01:51:00,OYSN,637,5801008
2025-12-01T06:25:00,SVMI,058,1636135
2025-12-24T14:37:00,EKCH,447,3007703
2025-12-12T16:03:00,SCEL,683,6284209
2025-12-24T10:56:00,OSDI,378,1003189
2025-12-12T13:46:00,OPKC,547,6939402
2025-12-04T17:17:00,LATI,982,6127488
2025-12-24T06:57:00,OPKC,684,7613762
2025-12-12T12:28:00,LDZA,280,8032848
2025-12-24T10:13:00,VIDP,610,6175876
2025-12-01T23:18:00,LKPR,188,4942139
2025-12-04T13:06:00,UMMS,575,5752454
2025-12-04T10:51:00,UBBB,992,4881550
2025-12-01T07:16:00,SEQM,683,7480712
2025-12-12T10:04:00,LKPR,865,0156940
2025-12-24T05:06:00,LDZA,106,8951458
2025-12-01T03:12:00,OJAI,256,9380344
2025-12-24T02:51:00,UMMS,693,5201570
2025-12-12T12:09:00,OJAI,255,8004132
2025-12-01T12:16:00,SLLP,473,4413104
2025-12-24T19:51:00,OMDB,731,1911883
2025-12-04T01:03:00,LDZA,148,1004226
2025-12-01T16:23:00,OYSN,757,8274960
2025-12-12T18:01:00,SABE,217,5465220
2025-12-04T18:31:00,SCEL,864,6169566
2025-12-12T09:34:00,SABE,596,6075067
2025-12-24T17:15:00,OMDB,590,1346910
2025-12-12T20:46:00,OERK,486,4263439
2025-12-04T01:07:00,LATI,237,5789272
2025-12-04T12:54:00,EDDI,247,5952185
2025-12-01T13:09:00,SKBO,466,8266416
2025-12-24T16:32:00,OMDB,997,2454451
2025-12-04T04:23:00,SLLP,803,0775695
2025-12-04T20:55:00,LATI,828,3894514
2025-12-04T14:58:00,LKPR,971,1202874
2025-12-01T02:08:00,SCEL,025,7486984
2025-12-04T18:33:00,VIDP,432,1241388
2025-12-24T17:57:00,SABE,535,4483149
2025-12-01T18:12:00,SABE,229,2048238
2025-12-24T23:39:00,LATI,913,8704353
2025-12-12T06:39:00,EHAM,892,1354497
2025-12-24T11:38:00,LATI,408,4175346
2025-12-12T18:36:00,SKBO,717,5428828
2025-12-01T02:28:00,SCEL,869,2042195
2025-12-04T04:12:00,SKBO,558,8400847
2025-12-04T09:28:00,OYSN,080,7341230
2025-12-24T10:45:00,LDZA,986,3468947
2025-12-04T13:46:00,UMMS,109,1383827
2025-12-04T02:41:00,OYSN,230,0885280
2025-12-12T18:38:00,OSDI,635,7946894
2025-12-01T06:55:00,SKBO,562,4135083
2025-12-12T22:47:00,VIDP,837,1815348
2025-12-12T13:27:00,VIDP,043,2016177
2025-12-12T03:42:00,EKCH,301,0872622
2025-12-01T23:32:00,OSDI,145,0484113
2025-12-01T11:45:00,SUAA,061,9517550
2025-12-24T23:49:00,VIDP,704,6569314
2025-12-24T09:18:00,SEQM,181,6399848
2025-12-04T23:11:00,VIDP,875,0366177
2025-12-12T05:44:00,LOWW,740,1304448
2025-12-24T16:09:00,SLLP,632,7159426
2025-12-12T01:33:00,OJAI,408,5935387
2025-12-01T11:36:00,OOMS,732,1293415
2025-12-12T10:20:00,SBBR,744,5686343
2025-12-04T21:01:00,VIDP,812,9940756
2025-12-04T02:22:00,OMDB,228,3429972
2025-12-01T23:43:00,SPIM,047,0178484
2025-12-04T19:39:00,SVMI,320,1812979
2025-12-12T18:01:00,LKPR,103,3909182
2025-12-24T16:44:00,SBBR,804,5185653
2025-12-24T02:24:00,OJAI,972,4808228
2025-12-12T08:29:00,SPIM,965,0954324
2025-12-04T18:07:00,EBCI,056,7671082
2025-12-01T08:29:00,EHAM,863,7878297
2025-12-12T13:32:00,LKPR,942,5809283
2025-12-01T10:12:00,LBSF,386,8489187
2025-12-04T21:46:00,LKPR,462,7098968
2025-12-01T09:45:00,OJAI,778,6810027
2025-12-01T03:09:00,UBBB,050,1322354
2025-12-24T20:05:00,LKPR,786,6774219
2025-12-04T18:13:00,OMDB,207,1607719
2025-12-04T15:37:00,LBSF,863,9241804
2025-12-24T22:37:00,OPKC,530,6142683
2025-12-12T12:17:00,LATI,684,5155360
2025-12-24T18:47:00,UBBB,155,0076023
2025-12-24T01:46:00,LOWW,435,5802533
2025-12-24T16:06:00,EDDI,394,5535077
2025-12-24T04:40:00,UBBB,727,2961637
2025-12-24T14:12:00,OOMS,383,0998828
2025-12-01T03:20:00,SABE,152,4089503
2025-12-24T06:52:00,EDDI,626,9018922
2025-12-24T15:29:00,SLLP,850,4834658
2025-12-12T23:42:00,SEQM,896,4477685
2025-12-01T03:11:00,EBCI,613,6157419
2025-12-12T14:44:00,UMMS,929,8189156
2025-12-04T07:35:00,OOMS,010,3446975
2025-12-12T10:51:00,SVMI,579,7759883
2025-12-24T14:47:00,OPKC,154,4237129
2025-12-12T15:12:00,SCEL,459,7691419
2025-12-01T22:31:00,SBBR,343,9931660
2025-12-24T01:19:00,UMMS,951,7946358
2025-12-24T13:42:00,SGAS,143,5319922
2025-12-12T23:15:00,SKBO,102,7177590
2025-12-04T10:33:00,OJAI,946,9525349
2025-12-12T04:35:00,OMDB,099,7956304
2025-12-01T08:58:00,OSDI,580,2274206
2025-12-12T12:44:00,OYSN,800,3035588
2025-12-12T20:34:00,VIDP,826,2761941
2025-12-24T01:34:00,OMDB,562,6060438
2025-12-04T11:15:00,EHAM,822,0503074
2025-12-04T15:55:00,OJAI,853,5203691
2025-12-01T11:03:00,OAKB,365,0165586
2025-12-12T17:56:00,UBBB,817,3445104
2025-12-04T11:47:00,OPKC,752,2583691







